code,description,month,year,value_uss,quantity_kg
030619,"Outros crustáceos congelados, incluídos as farinhas, pós e pellets próprios para alimentação humana",08,2016,32144,1242
030819,"Pepinos-do-mar, em outras formas",08,2016,39000,780
030484,"Filés de espadarte (Xiphias gladius), congelados",07,2016,66237,7305
030343,"Bonitos-listrados ou do-ventre-raiado, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",07,2016,520288,325180
030454,"Filé de espadartes (Xiphias gladius), fresco ou refrigerado",07,2016,26414,4316
030619,"Outros crustáceos congelados, incluídos as farinhas, pós e pellets próprios para alimentação humana",07,2016,17258,640
030489,"Filés de outros peixes, congelados",07,2016,2990,209
030289,"Outros peixes, exceto fígados, ovas e sêmen",07,2016,1840,400
030229,"Outros peixes chatos, frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",06,2016,4155,469
030619,"Outros crustáceos congelados, incluídos as farinhas, pós e pellets próprios para alimentação humana",06,2016,8274,245
030611,Lagostas congeladas,05,2016,758482,28059
030484,"Filés de espadarte (Xiphias gladius), congelados",05,2016,102629,10330
030489,"Filés de outros peixes, congelados",05,2016,23100,1749
030499,"Carnes de outros peixes, exceto filés, mesmo picadas, congeladas",05,2016,79458,18929
030611,Lagostas congeladas,04,2016,1110606,33506
030339,"Outros peixes chatos, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",04,2016,39879,23680
030389,"Outros peixes, exceto fígados, ovas e sêmen",04,2016,3798,1120
030344,"Albacoras-bandolim (patudos), congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",03,2016,5974,2422
030499,"Carnes de outros peixes, exceto filés, mesmo picadas, congeladas",03,2016,68300,9195
030819,"Pepinos-do-mar, em outras formas",03,2016,1020,510
030343,"Bonitos-listrados ou do-ventre-raiado, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",02,2016,2076657,1344858
030614,Caranguejos congelados,02,2016,79730,13852
030819,"Pepinos-do-mar, em outras formas",02,2016,1770,885
030389,"Outros peixes, exceto fígados, ovas e sêmen",02,2016,962,132
030343,"Bonitos-listrados ou do-ventre-raiado, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",01,2016,1781352,1117049
030489,"Filés de outros peixes, congelados",01,2016,4588,337
030614,Caranguejos congelados,12,2016,78846,15977
030461,"Filés de tilápias (Oreochromis spp.), congelados",12,2016,42567,9069
030621,Lagostas não congeladas,12,2016,21253,1540
030389,"Outros peixes, exceto fígados, ovas e sêmen",12,2016,14435,3000
030432,"Filés de bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), frescos ou refrigerados",12,2016,8381,1947
030629,"Outros crustáceos não congelados, incluídos as farinhas, pós e pellets próprios para alimentação humana",12,2016,7800,200
030381,Cação e outros tubarões,12,2016,2977,1432
030289,"Outros peixes, exceto fígados, ovas e sêmen",12,2016,2384,1067
030389,"Outros peixes, exceto fígados, ovas e sêmen",12,2016,2163,500
030389,"Outros peixes, exceto fígados, ovas e sêmen",12,2016,1500,1000
030479,"Outros filés de peixes, congelados",12,2016,780,54
030339,"Outros peixes chatos, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",12,2016,577,206
030199,Outros peixes vivos,12,2016,20,1
030390,"Fígados, ovas e sêmen de peixes, congelados",11,2016,308484,23906
030612,Lavagantes (homards) congelados,11,2016,222400,7258
030357,"Espadarte (Xiphias gladius), congelado",11,2016,69862,13899
030629,"Outros crustáceos não congelados, incluídos as farinhas, pós e pellets próprios para alimentação humana",11,2016,53200,1400
030339,"Outros peixes chatos, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",11,2016,27692,9000
030615,Lagosta norueguesa (nephrops norvegicus),11,2016,15081,1290
030499,"Carnes de outros peixes, exceto filés, mesmo picadas, congeladas",11,2016,12919,1950
030381,Cação e outros tubarões,11,2016,4695,3736
030619,"Outros crustáceos congelados, incluídos as farinhas, pós e pellets próprios para alimentação humana",11,2016,4298,165
030381,Cação e outros tubarões,11,2016,1267,670
030289,"Outros peixes, exceto fígados, ovas e sêmen",11,2016,403,61
030289,"Outros peixes, exceto fígados, ovas e sêmen",11,2016,306,70
030432,"Filés de bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), frescos ou refrigerados",11,2016,223,53
030390,"Fígados, ovas e sêmen de peixes, congelados",10,2016,261533,20095
030617,"Outros camarões, congelados",10,2016,150067,24000
030614,Caranguejos congelados,10,2016,35672,8463
030339,"Outros peixes chatos, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",10,2016,34631,10170
030454,"Filé de espadartes (Xiphias gladius), fresco ou refrigerado",10,2016,27527,4498
030629,"Outros crustáceos não congelados, incluídos as farinhas, pós e pellets próprios para alimentação humana",10,2016,24424,738
030279,"Perca-do-nilo, peixe cabeça-de-serpente, fresco ou refrigerado",10,2016,12566,991
030621,Lagostas não congeladas,10,2016,12210,840
030289,"Outros peixes, exceto fígados, ovas e sêmen",10,2016,654,99
030369,"Outros peixes de famílias específicas, exceto fígados, ovos e sêmen",10,2016,90,105
030390,"Fígados, ovas e sêmen de peixes, congelados",09,2016,784594,48932
030369,"Outros peixes de famílias específicas, exceto fígados, ovos e sêmen",09,2016,245715,17150
030819,"Pepinos-do-mar, em outras formas",09,2016,36750,1470
030629,"Outros crustáceos não congelados, incluídos as farinhas, pós e pellets próprios para alimentação humana",09,2016,18559,485
030621,Lagostas não congeladas,09,2016,4677,236
030289,"Outros peixes, exceto fígados, ovas e sêmen",09,2016,3515,505
030389,"Outros peixes, exceto fígados, ovas e sêmen",09,2016,2801,242
030355,"Chicharros (trachurus spp.), congelados",09,2016,1740,1740
030289,"Outros peixes, exceto fígados, ovas e sêmen",09,2016,1559,310
030719,Outras ostras vivas,09,2016,62,6
030390,"Fígados, ovas e sêmen de peixes, congelados",08,2016,1617867,116220
030617,"Outros camarões, congelados",08,2016,361485,31218
030239,"Outros atuns frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",08,2016,196560,27293
030614,Caranguejos congelados,08,2016,94769,17225
030483,"Filés de peixes chatos, congelados",08,2016,54984,25956
030615,Lagosta norueguesa (nephrops norvegicus),08,2016,36630,2640
030629,"Outros crustáceos não congelados, incluídos as farinhas, pós e pellets próprios para alimentação humana",08,2016,29748,804
030389,"Outros peixes, exceto fígados, ovas e sêmen",08,2016,16509,10005
030449,"Filés de outros peixes, frescos ou refrigerados",08,2016,3926,490
030231,"Atuns-brancos ou germões, frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",08,2016,454,227
030559,"Outros peixes secos, mesmo salgados, mas não defumados",08,2016,55,1
030390,"Fígados, ovas e sêmen de peixes, congelados",07,2016,1732222,106230
030617,"Outros camarões, congelados",07,2016,455000,67200
030759,"Polvos (Octopus spp.) congelados, secos, salgados ou em salmoura",07,2016,71143,13411
030629,"Outros crustáceos não congelados, incluídos as farinhas, pós e pellets próprios para alimentação humana",07,2016,34054,916
030324,"Bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",07,2016,14447,3060
030499,"Carnes de outros peixes, exceto filés, mesmo picadas, congeladas",07,2016,12687,3250
030819,"Pepinos-do-mar, em outras formas",07,2016,11250,450
030615,Lagosta norueguesa (nephrops norvegicus),07,2016,9265,620
030353,"Sardinhas, congeladas",07,2016,5850,4500
030389,"Outros peixes, exceto fígados, ovas e sêmen",07,2016,2396,720
030381,Cação e outros tubarões,07,2016,1717,858
030289,"Outros peixes, exceto fígados, ovas e sêmen",07,2016,480,73
030289,"Outros peixes, exceto fígados, ovas e sêmen",07,2016,460,100
030760,"Caracóis, exceto os do mar, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura",07,2016,37,3
030390,"Fígados, ovas e sêmen de peixes, congelados",06,2016,1514063,142046
030617,"Outros camarões, congelados",06,2016,942874,140122
030341,"Atuns-brancos ou germões, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",06,2016,83114,27340
030615,Lagosta norueguesa (nephrops norvegicus),06,2016,72800,5540
030462,"Filés de bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), congelado",06,2016,47980,23990
030629,"Outros crustáceos não congelados, incluídos as farinhas, pós e pellets próprios para alimentação humana",06,2016,24406,666
030479,"Outros filés de peixes, congelados",06,2016,2204,245
030281,"Cação e outros tubarões, frescos ou refrigerados",06,2016,944,472
030289,"Outros peixes, exceto fígados, ovas e sêmen",06,2016,165,28
030289,"Outros peixes, exceto fígados, ovas e sêmen",06,2016,12,3
030617,"Outros camarões, congelados",05,2016,630625,96000
030390,"Fígados, ovas e sêmen de peixes, congelados",05,2016,343892,75300
030475,"Filé de merluza-do-alasca (Theragra chalcogramma), congelados",05,2016,22591,11990
030339,"Outros peixes chatos, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",05,2016,19700,14090
030629,"Outros crustáceos não congelados, incluídos as farinhas, pós e pellets próprios para alimentação humana",05,2016,16388,491
030489,"Filés de outros peixes, congelados",05,2016,12810,980
030324,"Bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",05,2016,10207,2146
030479,"Outros filés de peixes, congelados",05,2016,8452,925
030432,"Filés de bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), frescos ou refrigerados",05,2016,5301,1000
030483,"Filés de peixes chatos, congelados",05,2016,2039,990
030381,Cação e outros tubarões,05,2016,970,468
030559,"Outros peixes secos, mesmo salgados, mas não defumados",05,2016,110,4
030617,"Outros camarões, congelados",04,2016,766196,120000
030484,"Filés de espadarte (Xiphias gladius), congelados",04,2016,201697,20949
030389,"Outros peixes, exceto fígados, ovas e sêmen",04,2016,66549,10005
030759,"Polvos (Octopus spp.) congelados, secos, salgados ou em salmoura",04,2016,21608,3661
030479,"Outros filés de peixes, congelados",04,2016,4320,490
030289,"Outros peixes, exceto fígados, ovas e sêmen",04,2016,3717,528
030246,"Bijupira (Rachycentron canadum), frescas ou refrigeradas",04,2016,2633,315
030289,"Outros peixes, exceto fígados, ovas e sêmen",04,2016,2145,390
030289,"Outros peixes, exceto fígados, ovas e sêmen",04,2016,1674,253
030389,"Outros peixes, exceto fígados, ovas e sêmen",04,2016,506,50
030357,"Espadarte (Xiphias gladius), congelado",03,2016,184987,34825
030617,"Outros camarões, congelados",03,2016,142376,24000
030390,"Fígados, ovas e sêmen de peixes, congelados",03,2016,101385,22530
030389,"Outros peixes, exceto fígados, ovas e sêmen",03,2016,66350,10005
030324,"Bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",03,2016,3521,558
030449,"Filés de outros peixes, frescos ou refrigerados",03,2016,2052,300
030366,"Merluzas e abroteas (Merluccius, Urophycis), congeladas",03,2016,1962,1000
030479,"Outros filés de peixes, congelados",03,2016,1848,200
030381,Cação e outros tubarões,03,2016,785,396
030289,"Outros peixes, exceto fígados, ovas e sêmen",03,2016,756,200
030559,"Outros peixes secos, mesmo salgados, mas não defumados",03,2016,24,1
030617,"Outros camarões, congelados",02,2016,354910,72000
030484,"Filés de espadarte (Xiphias gladius), congelados",02,2016,100093,10294
030389,"Outros peixes, exceto fígados, ovas e sêmen",02,2016,67669,10005
030461,"Filés de tilápias (Oreochromis spp.), congelados",02,2016,41479,6456
030474,"Filés de merluzas e abroteas, congelados",02,2016,17299,4691
030479,"Outros filés de peixes, congelados",02,2016,10540,1044
030244,"Cavalinhas, frescas ou refrigeradas",02,2016,638,96
030246,"Bijupira (Rachycentron canadum), frescas ou refrigeradas",02,2016,35,6
030390,"Fígados, ovas e sêmen de peixes, congelados",01,2016,144863,48455
030616,"Camarões de água fria (Pandalus spp., Crangon crangon),congelados",01,2016,113610,24000
030617,"Outros camarões, congelados",01,2016,110875,24000
030614,Caranguejos congelados,01,2016,106230,18005
030461,"Filés de tilápias (Oreochromis spp.), congelados",01,2016,10478,1635
030611,Lagostas congeladas,07,2017,8744521,267360
030391,"Fígados, ovas e gônadas masculinas, congelado",07,2017,3515295,169962
030611,Lagostas congeladas,07,2017,2307390,131444
030389,"Outros peixes, exceto fígados, ovas e sêmen",07,2017,2971128,478036
030389,"Outros peixes, exceto fígados, ovas e sêmen",07,2017,1739111,617533
030572,"Cabeças, caudas e bexigas natatórias, de peixes",07,2017,1149352,44235
030247,"Espadarte (Xiphias gladius), frescos ou refrigerados",07,2017,1086643,180532
030289,"Outros peixes, exceto fígados, ovas e sêmen",07,2017,411799,103120
030259,"Outros peixes das famílias bregmacerotidae, gadidae, etc.",07,2017,822489,103640
030389,"Outros peixes, exceto fígados, ovas e sêmen",07,2017,628502,167693
030111,Peixes ornamentais de água doce,07,2017,498889,3903
030617,"Outros camarões, congelados",07,2017,609250,46800
030571,Barbatanas de tubarão,07,2017,112562,2849
030339,"Outros peixes chatos, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",07,2017,61559,55430
030234,"Albacoras-bandolim (patudos), frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",07,2017,170354,23626
030382,"Raias (rajidae), congeladas",07,2017,28966,10170
030232,"Albacoras ou atuns-de-barbatanas-amarelas, frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",07,2017,187039,26429
030342,"Albacoras e atuns-de-barbatana-amarela, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",07,2017,423652,178709
030431,"Filés de tilápias (frescos, refrigerados ou congelados)",07,2017,91800,12258
030489,"Filés de outros peixes, congelados",07,2017,216780,16464
030389,"Outros peixes, exceto fígados, ovas e sêmen",07,2017,18560,5340
030239,"Outros atuns frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",07,2017,14739,2087
030389,"Outros peixes, exceto fígados, ovas e sêmen",07,2017,141592,88194
030229,"Outros peixes chatos, frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",07,2017,169803,29129
030489,"Filés de outros peixes, congelados",07,2017,227084,25869
030271,"Tilápias (oreochromis spp.), frescas ou refrigeradas",07,2017,6428,1902
030359,"Outros peixes congelados, exceto os filés de peixes e outra carne de peixes da posição 03.04",07,2017,37000,13600
030399,"Outros subprodutos comestíveis de peixes, congelado",07,2017,47465,4699
030119,Outros peixes ornamentais vivos,07,2017,30510,347
030289,"Outros peixes, exceto fígados, ovas e sêmen",07,2017,23003,3640
030344,"Albacoras-bandolim (patudos), congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",07,2017,158720,71291
030520,"Fígados, ovas e sêmen de peixes, secos, defumados, salgados ou em salmoura",07,2017,1050,7
030244,"Cavalinhas, frescas ou refrigeradas",07,2017,537,70
030449,"Filés de outros peixes, frescos ou refrigerados",07,2017,4312,420
030389,"Outros peixes, exceto fígados, ovas e sêmen",06,2017,3101995,500319
030611,Lagostas congeladas,06,2017,5655635,173314
030391,"Fígados, ovas e gônadas masculinas, congelado",06,2017,1084405,137109
030389,"Outros peixes, exceto fígados, ovas e sêmen",06,2017,1779056,605027
030572,"Cabeças, caudas e bexigas natatórias, de peixes",06,2017,1421200,57831
030247,"Espadarte (Xiphias gladius), frescos ou refrigerados",06,2017,667923,109693
030289,"Outros peixes, exceto fígados, ovas e sêmen",06,2017,446465,109814
030611,Lagostas congeladas,06,2017,2364865,130607
030389,"Outros peixes, exceto fígados, ovas e sêmen",06,2017,203614,77202
030342,"Albacoras e atuns-de-barbatana-amarela, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",06,2017,97670,37575
030617,"Outros camarões, congelados",06,2017,391756,31200
030259,"Outros peixes das famílias bregmacerotidae, gadidae, etc.",06,2017,770961,105123
030382,"Raias (rajidae), congeladas",06,2017,34436,11700
030111,Peixes ornamentais de água doce,06,2017,433093,3028
030343,"Bonitos-listrados ou do-ventre-raiado, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",06,2017,272680,136340
030489,"Filés de outros peixes, congelados",06,2017,253500,19499
030234,"Albacoras-bandolim (patudos), frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",06,2017,163759,23050
030232,"Albacoras ou atuns-de-barbatanas-amarelas, frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",06,2017,299402,40921
030571,Barbatanas de tubarão,06,2017,71573,2045
030389,"Outros peixes, exceto fígados, ovas e sêmen",06,2017,347842,219345
030431,"Filés de tilápias (frescos, refrigerados ou congelados)",06,2017,351200,47216
030489,"Filés de outros peixes, congelados",06,2017,219511,21246
030357,"Espadarte (Xiphias gladius), congelado",06,2017,162561,32688
030389,"Outros peixes, exceto fígados, ovas e sêmen",06,2017,519450,103611
030614,Caranguejos congelados,06,2017,259832,44100
030271,"Tilápias (oreochromis spp.), frescas ou refrigeradas",06,2017,12984,3491
030344,"Albacoras-bandolim (patudos), congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",06,2017,31367,13247
030289,"Outros peixes, exceto fígados, ovas e sêmen",06,2017,95468,15080
030239,"Outros atuns frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",06,2017,16366,1422
030119,Outros peixes ornamentais vivos,06,2017,27588,144
030389,"Outros peixes, exceto fígados, ovas e sêmen",06,2017,24119,4540
030499,"Carnes de outros peixes, exceto filés, mesmo picadas, congeladas",06,2017,55293,4839
030383,Merluza negra e merluza antártica (Dissostichus spp.),06,2017,1215,1103
030389,"Outros peixes, exceto fígados, ovas e sêmen",05,2017,925915,328595
030343,"Bonitos-listrados ou do-ventre-raiado, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",05,2017,1026024,519850
030572,"Cabeças, caudas e bexigas natatórias, de peixes",05,2017,1133892,42911
030391,"Fígados, ovas e gônadas masculinas, congelado",05,2017,384829,71200
030289,"Outros peixes, exceto fígados, ovas e sêmen",05,2017,496341,128225
030234,"Albacoras-bandolim (patudos), frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",05,2017,276210,35668
030259,"Outros peixes das famílias bregmacerotidae, gadidae, etc.",05,2017,733441,102446
030247,"Espadarte (Xiphias gladius), frescos ou refrigerados",05,2017,467695,77755
030111,Peixes ornamentais de água doce,05,2017,427585,2845
030389,"Outros peixes, exceto fígados, ovas e sêmen",05,2017,73587,23853
030617,"Outros camarões, congelados",05,2017,596137,46800
030232,"Albacoras ou atuns-de-barbatanas-amarelas, frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",05,2017,409134,56137
030431,"Filés de tilápias (frescos, refrigerados ou congelados)",05,2017,425000,56750
030382,"Raias (rajidae), congeladas",05,2017,114399,36340
030489,"Filés de outros peixes, congelados",05,2017,236374,22453
030342,"Albacoras e atuns-de-barbatana-amarela, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",05,2017,58784,26720
030389,"Outros peixes, exceto fígados, ovas e sêmen",05,2017,1295441,212023
030389,"Outros peixes, exceto fígados, ovas e sêmen",05,2017,733793,142845
030571,Barbatanas de tubarão,05,2017,113146,2883
030289,"Outros peixes, exceto fígados, ovas e sêmen",05,2017,17393,2600
030389,"Outros peixes, exceto fígados, ovas e sêmen",05,2017,524602,315106
030239,"Outros atuns frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",05,2017,48854,7124
030119,Outros peixes ornamentais vivos,05,2017,30991,430
030699,"Outros crustáceos, incluindo as farinhas, pós e pellets de crustáceos, próprios para alimentação humana",05,2017,34310,920
030289,"Outros peixes, exceto fígados, ovas e sêmen",05,2017,5821,1600
030520,"Fígados, ovas e sêmen de peixes, secos, defumados, salgados ou em salmoura",05,2017,1135,10
030271,"Tilápias (oreochromis spp.), frescas ou refrigeradas",05,2017,12839,3323
030289,"Outros peixes, exceto fígados, ovas e sêmen",05,2017,3747,1400
030614,Caranguejos congelados,05,2017,256723,44110
030289,"Outros peixes, exceto fígados, ovas e sêmen",04,2017,383395,97431
030389,"Outros peixes, exceto fígados, ovas e sêmen",04,2017,1268399,400230
030572,"Cabeças, caudas e bexigas natatórias, de peixes",04,2017,1496119,53879
030259,"Outros peixes das famílias bregmacerotidae, gadidae, etc.",04,2017,1201086,134706
030234,"Albacoras-bandolim (patudos), frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",04,2017,578004,82448
030111,Peixes ornamentais de água doce,04,2017,351373,2107
030343,"Bonitos-listrados ou do-ventre-raiado, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",04,2017,1483463,760750
030247,"Espadarte (Xiphias gladius), frescos ou refrigerados",04,2017,379798,66821
030232,"Albacoras ou atuns-de-barbatanas-amarelas, frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",04,2017,381384,56331
030431,"Filés de tilápias (frescos, refrigerados ou congelados)",04,2017,391000,52210
030617,"Outros camarões, congelados",04,2017,208546,11316
030489,"Filés de outros peixes, congelados",04,2017,201740,16124
030389,"Outros peixes, exceto fígados, ovas e sêmen",04,2017,375419,243760
030611,Lagostas congeladas,04,2017,759310,43140
030382,"Raias (rajidae), congeladas",04,2017,78641,28870
030571,Barbatanas de tubarão,04,2017,72241,1909
030389,"Outros peixes, exceto fígados, ovas e sêmen",04,2017,311137,49493
030389,"Outros peixes, exceto fígados, ovas e sêmen",04,2017,198018,78030
030239,"Outros atuns frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",04,2017,72605,10658
030699,"Outros crustáceos, incluindo as farinhas, pós e pellets de crustáceos, próprios para alimentação humana",04,2017,18130,490
030271,"Tilápias (oreochromis spp.), frescas ou refrigeradas",04,2017,16826,4425
030342,"Albacoras e atuns-de-barbatana-amarela, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",04,2017,78304,34797
030119,Outros peixes ornamentais vivos,04,2017,23237,309
030499,"Carnes de outros peixes, exceto filés, mesmo picadas, congeladas",04,2017,7952,1063
030289,"Outros peixes, exceto fígados, ovas e sêmen",04,2017,18397,5088
030449,"Filés de outros peixes, frescos ou refrigerados",04,2017,2042,249
030229,"Outros peixes chatos, frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",04,2017,308696,51101
030289,"Outros peixes, exceto fígados, ovas e sêmen",03,2017,386327,91499
030343,"Bonitos-listrados ou do-ventre-raiado, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",03,2017,2377398,1223450
030389,"Outros peixes, exceto fígados, ovas e sêmen",03,2017,1601727,590488
030572,"Cabeças, caudas e bexigas natatórias, de peixes",03,2017,1020088,37607
030234,"Albacoras-bandolim (patudos), frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",03,2017,975353,139719
030259,"Outros peixes das famílias bregmacerotidae, gadidae, etc.",03,2017,1804335,183254
030111,Peixes ornamentais de água doce,03,2017,489564,3908
030247,"Espadarte (Xiphias gladius), frescos ou refrigerados",03,2017,350596,60919
030389,"Outros peixes, exceto fígados, ovas e sêmen",03,2017,111674,38750
030232,"Albacoras ou atuns-de-barbatanas-amarelas, frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",03,2017,373316,54567
030431,"Filés de tilápias (frescos, refrigerados ou congelados)",03,2017,458600,61290
030611,Lagostas congeladas,03,2017,681175,39174
030391,"Fígados, ovas e gônadas masculinas, congelado",03,2017,508153,28485
030489,"Filés de outros peixes, congelados",03,2017,5330,373
030342,"Albacoras e atuns-de-barbatana-amarela, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",03,2017,121115,52510
030611,Lagostas congeladas,03,2017,466860,14734
030389,"Outros peixes, exceto fígados, ovas e sêmen",03,2017,420437,76776
030389,"Outros peixes, exceto fígados, ovas e sêmen",03,2017,605958,336996
030382,"Raias (rajidae), congeladas",03,2017,59644,24360
030571,Barbatanas de tubarão,03,2017,50823,1551
030289,"Outros peixes, exceto fígados, ovas e sêmen",03,2017,6866,3000
030119,Outros peixes ornamentais vivos,03,2017,26005,340
030461,"Filés de tilápias (Oreochromis spp.), congelados",03,2017,51100,10896
030489,"Filés de outros peixes, congelados",03,2017,1242576,750174
030389,"Outros peixes, exceto fígados, ovas e sêmen",03,2017,25025,4200
030699,"Outros crustáceos, incluindo as farinhas, pós e pellets de crustáceos, próprios para alimentação humana",03,2017,21310,550
030289,"Outros peixes, exceto fígados, ovas e sêmen",03,2017,19644,5684
030239,"Outros atuns frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",03,2017,124471,21017
030271,"Tilápias (oreochromis spp.), frescas ou refrigeradas",03,2017,14982,3859
030229,"Outros peixes chatos, frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",03,2017,238680,40726
030489,"Filés de outros peixes, congelados",03,2017,14085,1256
030614,Caranguejos congelados,03,2017,128138,22050
030389,"Outros peixes, exceto fígados, ovas e sêmen",02,2017,2272913,717649
030572,"Cabeças, caudas e bexigas natatórias, de peixes",02,2017,1034809,36538
030234,"Albacoras-bandolim (patudos), frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",02,2017,876984,124194
030259,"Outros peixes das famílias bregmacerotidae, gadidae, etc.",02,2017,1302900,161783
030289,"Outros peixes, exceto fígados, ovas e sêmen",02,2017,340294,79080
030431,"Filés de tilápias (frescos, refrigerados ou congelados)",02,2017,289000,38590
030247,"Espadarte (Xiphias gladius), frescos ou refrigerados",02,2017,237110,39276
030111,Peixes ornamentais de água doce,02,2017,492158,3112
030232,"Albacoras ou atuns-de-barbatanas-amarelas, frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",02,2017,277727,39509
030389,"Outros peixes, exceto fígados, ovas e sêmen",02,2017,201920,85510
030611,Lagostas congeladas,02,2017,479971,25300
030489,"Filés de outros peixes, congelados",02,2017,548323,297703
030382,"Raias (rajidae), congeladas",02,2017,112060,35400
030342,"Albacoras e atuns-de-barbatana-amarela, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",02,2017,178354,73175
030357,"Espadarte (Xiphias gladius), congelado",02,2017,198007,43225
030389,"Outros peixes, exceto fígados, ovas e sêmen",02,2017,670192,442657
030389,"Outros peixes, exceto fígados, ovas e sêmen",02,2017,407616,69701
030499,"Carnes de outros peixes, exceto filés, mesmo picadas, congeladas",02,2017,11496,1386
030389,"Outros peixes, exceto fígados, ovas e sêmen",02,2017,63442,10555
030571,Barbatanas de tubarão,02,2017,133392,3683
030239,"Outros atuns frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",02,2017,238397,43566
030119,Outros peixes ornamentais vivos,02,2017,32478,353
030611,Lagostas congeladas,02,2017,290591,5904
030289,"Outros peixes, exceto fígados, ovas e sêmen",02,2017,10261,2495
030271,"Tilápias (oreochromis spp.), frescas ou refrigeradas",02,2017,12325,3146
030344,"Albacoras-bandolim (patudos), congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",02,2017,1792,744
030572,"Cabeças, caudas e bexigas natatórias, de peixes",01,2017,1297798,47242
030389,"Outros peixes, exceto fígados, ovas e sêmen",01,2017,1570425,435722
030389,"Outros peixes, exceto fígados, ovas e sêmen",01,2017,306180,51571
030389,"Outros peixes, exceto fígados, ovas e sêmen",01,2017,342361,172206
030247,"Espadarte (Xiphias gladius), frescos ou refrigerados",01,2017,374186,58168
