#,year,month,taxa,species,production_kg,value_rs
1244,2018,3,Peixe Ósseo,Robalo-peva,836.9,9977.5
1245,2018,3,Peixe Ósseo,Saguá,197.3,1072.57
1246,2018,3,Peixe Ósseo,Salema,10,30
1247,2018,3,Peixe Ósseo,Sardinha-bandeira,132.5,1325
1248,2018,3,Peixe Ósseo,Sardinhas agrupadas,51.5,427
1249,2018,3,Peixe Ósseo,Sargo,19,95
1250,2018,3,Peixe Ósseo,Sororoca,634,5733
1251,2018,3,Peixe Ósseo,Tainha,1680.8,12039.27
1252,2018,3,Peixe Ósseo,Tortinha,64,272
1253,2018,3,Peixe Ósseo,Xaréu,17,42.5
1254,2018,3,,,0,0
1255,2018,4,Crustáceo,Camarão-estuarino,3982.8264,79689.15
1256,2018,4,Crustáceo,Camarão-legítimo,10127.6,242420.33
1257,2018,4,Crustáceo,Camarão-sete-barbas,5126.9,27081.75
1258,2018,4,Crustáceo,Pitú-de-iguape,48675,1622.5
1259,2018,4,Crustáceo,Siri-azul,1639.65,23984.45
1260,2018,4,Crustáceo,Siri-azul-danae,21.8,496
1261,2018,4,Crustáceo,Siris agrupados,7,98
1262,2018,4,Molusco,Almeja,40,300
1263,2018,4,Molusco,Berbigão,37960,20878
1264,2018,4,Molusco,Mexilhão,35,420
1265,2018,4,Molusco,Mexilhão-do-mangue,317.5,3648
1266,2018,4,Molusco,Ostra,7165.429,10572.5
1267,2018,4,Peixe Cartilaginoso,Cações agrupados,25,233
1268,2018,4,Peixe Cartilaginoso,Raias agrupadas,390,956.5
1269,2018,4,Peixe Ósseo,Acará,2,16
1270,2018,4,Peixe Ósseo,Albacora-branca,7,70
1271,2018,4,Peixe Ósseo,Bagre,42.4,200
1272,2018,4,Peixe Ósseo,Bagre-amarelo,186.5,584.5
1273,2018,4,Peixe Ósseo,Bagre-branco,3127,15906.75
1274,2018,4,Peixe Ósseo,Baiacú,2029.5,19361.5
1275,2018,4,Peixe Ósseo,Betara,554.5,1999.5
1276,2018,4,Peixe Ósseo,Carapeba,25,71
1277,2018,4,Peixe Ósseo,Caratinga,115.6,727.3
1278,2018,4,Peixe Ósseo,Cascudo,16.5,156
1279,2018,4,Peixe Ósseo,Cavalas agrupadas,403,1605
1280,2018,4,Peixe Ósseo,Cavalinha,26,99
1281,2018,4,Peixe Ósseo,Corvina,1078.7,5316.7
1282,2018,4,Peixe Ósseo,Enchova,122,513
1283,2018,4,Peixe Ósseo,Galo,3,30
1284,2018,4,Peixe Ósseo,Garoupa,21,590
1285,2018,4,Peixe Ósseo,Goete,21,126
1286,2018,4,Peixe Ósseo,Guaivira,469,1950.5
1287,2018,4,Peixe Ósseo,Lambari,11.5,575
1288,2018,4,Peixe Ósseo,Linguado,653.6,11519
1289,2018,4,Peixe Ósseo,Linguado-areia,2,30
1290,2018,4,Peixe Ósseo,Miraguaia,215.5,1318.5
1291,2018,4,Peixe Ósseo,Mistura,1620.2,4932.45
1292,2018,4,Peixe Ósseo,Oveva,86,40
1293,2018,4,Peixe Ósseo,Palombeta,213,639
1294,2018,4,Peixe Ósseo,Pampo,38,164
1295,2018,4,Peixe Ósseo,Pararê,229.5,1349
1296,2018,4,Peixe Ósseo,Parati,2112.8,7011.25
1297,2018,4,Peixe Ósseo,Paru,57,576.6
1298,2018,4,Peixe Ósseo,Pescada-amarela,499.5,8821.93
1299,2018,4,Peixe Ósseo,Pescada-banana,15,60
1300,2018,4,Peixe Ósseo,Pescada-branca,1355.3,11450.6
1301,2018,4,Peixe Ósseo,Pescada-foguete,7199.4,50265.1
1302,2018,4,Peixe Ósseo,Pescadas agrupadas,85.6,972.8
1303,2018,4,Peixe Ósseo,Prejereba,225.8,2120.4
1304,2018,4,Peixe Ósseo,Robalo,244.6,4341
1305,2018,4,Peixe Ósseo,Robalo-flecha,54,1156
1306,2018,4,Peixe Ósseo,Robalo-peva,580.6,7757
1307,2018,4,Peixe Ósseo,Saguá,264.5,2862
1308,2018,4,Peixe Ósseo,Sardinha-bandeira,1820,416.5
1309,2018,4,Peixe Ósseo,Sardinhas agrupadas,7.5,45
1310,2018,4,Peixe Ósseo,Sargo,12,48
1311,2018,4,Peixe Ósseo,Sororoca,10460,97039
1312,2018,4,Peixe Ósseo,Tainha,3406,26302.13
1313,2018,4,Peixe Ósseo,Tortinha,43,301
1314,2018,4,Peixe Ósseo,Xarelete,877,2825
1315,2018,4,Peixe Ósseo,Xaréu,456,2150
1316,2018,4,,,0,0
1317,2018,5,Crustáceo,Camarão-estuarino,1670.2168,45583.74
1318,2018,5,Crustáceo,Camarão-legítimo,5483.5,141116
1319,2018,5,Crustáceo,Camarão-sete-barbas,10023,44989
1320,2018,5,Crustáceo,Pitú-de-iguape,4.8,1600
1321,2018,5,Crustáceo,Siri-azul,1326.32,16026.5
1322,2018,5,Crustáceo,Siri-azul-danae,358.3,5821.9
1323,2018,5,Molusco,Berbigão,21271,13014
1324,2018,5,Molusco,Mexilhão,113,1130
1325,2018,5,Molusco,Mexilhão-do-mangue,509.5,4645
1326,2018,5,Molusco,Ostra,9132.52,13301.12
1327,2018,5,Peixe Cartilaginoso,Cações agrupados,8,56
1328,2018,5,Peixe Cartilaginoso,Raias agrupadas,435.5,960.5
1329,2018,5,Peixe Cartilaginoso,Viola,4,0
1330,2018,5,Peixe Ósseo,Acará,1.5,0
1331,2018,5,Peixe Ósseo,Badejo,180,3240
1332,2018,5,Peixe Ósseo,Bagre,30,145
1333,2018,5,Peixe Ósseo,Bagre-amarelo,269.5,1105
1334,2018,5,Peixe Ósseo,Bagre-branco,2559.5,11031.6
1335,2018,5,Peixe Ósseo,Baiacú,1876.71,17013.87
1336,2018,5,Peixe Ósseo,Betara,131,526.57
1337,2018,5,Peixe Ósseo,Bonitos agrupados,60,360
1338,2018,5,Peixe Ósseo,Caranha,26,181
1339,2018,5,Peixe Ósseo,Carapeba,70.5,165
1340,2018,5,Peixe Ósseo,Caratinga,134,913
1341,2018,5,Peixe Ósseo,Cascudo,12,120
1342,2018,5,Peixe Ósseo,Cavalas agrupadas,1597,11234
1343,2018,5,Peixe Ósseo,Cavalinha,10,30
1344,2018,5,Peixe Ósseo,Corvina,821.5,4320.9
1345,2018,5,Peixe Ósseo,Enchova,39,178
1346,2018,5,Peixe Ósseo,Galo,29,435
1347,2018,5,Peixe Ósseo,Garoupa,17,455
1348,2018,5,Peixe Ósseo,Goete,104,590
1349,2018,5,Peixe Ósseo,Guaivira,63,247
1350,2018,5,Peixe Ósseo,Lambari,17.2,860
1351,2018,5,Peixe Ósseo,Linguado,718.3,12884.1
1352,2018,5,Peixe Ósseo,Manjubas agrupadas,10,200
1353,2018,5,Peixe Ósseo,Miraguaia,811.3,4875.3
1354,2018,5,Peixe Ósseo,Mistura,1174,4452.42
1355,2018,5,Peixe Ósseo,Pampo,37,214
1356,2018,5,Peixe Ósseo,Pararê,309,1958
1357,2018,5,Peixe Ósseo,Parati,1815.6,5465.31
1358,2018,5,Peixe Ósseo,Paru,37.8,118
1359,2018,5,Peixe Ósseo,Pescada-amarela,188.5,2781.5
1360,2018,5,Peixe Ósseo,Pescada-branca,1438.1,10966.05
1361,2018,5,Peixe Ósseo,Pescada-foguete,2519.5,19600.5
1362,2018,5,Peixe Ósseo,Pescadas agrupadas,23.5,228
1363,2018,5,Peixe Ósseo,Prejereba,186.5,1459
1364,2018,5,Peixe Ósseo,Robalo,158.6,2328.2
1365,2018,5,Peixe Ósseo,Robalo-flecha,357,8832
1366,2018,5,Peixe Ósseo,Robalo-peva,474.7,7487.6
1367,2018,5,Peixe Ósseo,Saguá,113.5,601.17
1368,2018,5,Peixe Ósseo,Salema,4.5,13.5
1369,2018,5,Peixe Ósseo,Sardinha-bandeira,13150,3370
1370,2018,5,Peixe Ósseo,Sardinhas agrupadas,165,247.5
1371,2018,5,Peixe Ósseo,Sargo,68.2,359
1372,2018,5,Peixe Ósseo,Sororoca,16424,136065
1373,2018,5,Peixe Ósseo,Tainha,3481.9,26747.5
1374,2018,5,Peixe Ósseo,Tortinha,91,382
1375,2018,5,,,0,0
1376,2018,6,Crustáceo,Camarão-estuarino,7108714,18858.7
1377,2018,6,Crustáceo,Camarão-legítimo,17974.9,427521.6
1378,2018,6,Crustáceo,Camarão-sete-barbas,196192.1,1058892.5
1379,2018,6,Crustáceo,Pitú-de-iguape,0.975,325
1380,2018,6,Crustáceo,Siri-azul,109.12,2009
1381,2018,6,Crustáceo,Siri-azul-danae,908.56,14785.3
1382,2018,6,Crustáceo,Siris agrupados,25.8,105
1383,2018,6,Molusco,Almeja,26.4,200
1384,2018,6,Molusco,Berbigão,21712,12115
1385,2018,6,Molusco,Mexilhão,47,340
1386,2018,6,Molusco,Mexilhão-do-mangue,410,4264.5
1387,2018,6,Molusco,Ostra,9046.765,13616.71
1388,2018,6,Peixe Cartilaginoso,Raias agrupadas,519,1038.25
1389,2018,6,Peixe Cartilaginoso,Viola,42,308
1390,2018,6,Peixe Ósseo,Bagre,7,35
1391,2018,6,Peixe Ósseo,Bagre-amarelo,255,762
1392,2018,6,Peixe Ósseo,Bagre-branco,3799.1,16679
1393,2018,6,Peixe Ósseo,Baiacú,1180.3,10352.6
1394,2018,6,Peixe Ósseo,Betara,153,428
1395,2018,6,Peixe Ósseo,Canhanha,6.5,26
1396,2018,6,Peixe Ósseo,Caranha,210,1588
1397,2018,6,Peixe Ósseo,Carapeba,43.2,88
1398,2018,6,Peixe Ósseo,Caratinga,199.95,1463.85
1399,2018,6,Peixe Ósseo,Cascudo,28,314
1400,2018,6,Peixe Ósseo,Cavalas agrupadas,1582,10086
1401,2018,6,Peixe Ósseo,Corvina,721.8,3554
1402,2018,6,Peixe Ósseo,Espada,1,0
1403,2018,6,Peixe Ósseo,Goete,8,48
1404,2018,6,Peixe Ósseo,Guaivira,23,284
1405,2018,6,Peixe Ósseo,Lambari,204,300
1406,2018,6,Peixe Ósseo,Linguado,1592,28772.8
1407,2018,6,Peixe Ósseo,Linguado-areia,4,100
1408,2018,6,Peixe Ósseo,Manjubas agrupadas,15,300
1409,2018,6,Peixe Ósseo,Miraguaia,990.9,6186.6
1410,2018,6,Peixe Ósseo,Mistura,2236.5,2683.86
1411,2018,6,Peixe Ósseo,Pampo,50,366
1412,2018,6,Peixe Ósseo,Pararê,433,2939
1413,2018,6,Peixe Ósseo,Parati,853.95,3516.35
1414,2018,6,Peixe Ósseo,Paru,66,125
1415,2018,6,Peixe Ósseo,Pescada-amarela,147.2,2451.43
1416,2018,6,Peixe Ósseo,Pescada-banana,24,80
1417,2018,6,Peixe Ósseo,Pescada-branca,1757.5,11940.43
1418,2018,6,Peixe Ósseo,Pescada-foguete,2857,21779.78
1419,2018,6,Peixe Ósseo,Pescadas agrupadas,33.3,362.6
1420,2018,6,Peixe Ósseo,Prejereba,123.2,1515
1421,2018,6,Peixe Ósseo,Robalo,104.8,1373
1422,2018,6,Peixe Ósseo,Robalo-flecha,102.35,1982.75
1423,2018,6,Peixe Ósseo,Robalo-peva,420.5,7895.75
1424,2018,6,Peixe Ósseo,Saguá,123,776.5
1425,2018,6,Peixe Ósseo,Sardinha-bandeira,57985,17740.92
1426,2018,6,Peixe Ósseo,Sardinha-cascuda,11.2,280
1427,2018,6,Peixe Ósseo,Sardinhas agrupadas,105,380
1428,2018,6,Peixe Ósseo,Sororoca,27070.9,223518.5
1429,2018,6,Peixe Ósseo,Tainha,84590.95,487103.7
1430,2018,6,Peixe Ósseo,Tortinha,107,718
