year,month,taxa,species,production_kg,value_rs
2014,1,Crustáceo,Camarão-cristalino,1096,8768
2014,1,Crustáceo,Camarão-estuarino,2827.08,49786.92
2014,1,Crustáceo,Camarão-ferrinho,2800,0
2014,1,Crustáceo,Camarão-legítimo,1452,44457.85
2014,1,Crustáceo,Camarão-rosa,20865.7,801232.02
2014,1,Crustáceo,Camarão-santana,303,3360
2014,1,Crustáceo,Camarão-sete-barbas,78628.57,702966.42
2014,1,Crustáceo,Caranguejo-uçá,13142.25,98635.5
2014,1,Crustáceo,Lagosta,114.9,5347.77
2014,1,Crustáceo,Lagostim,1802,21824
2014,1,Crustáceo,Lagostim-de-iguape,0.4,0
2014,1,Crustáceo,Pitú-de-iguape,718.69,19003.81
2014,1,Crustáceo,Sapateira,81,1690
2014,1,Crustáceo,Siri-azul,5310.2,52509.29
2014,1,Crustáceo,Siri-candeia,200.5,399.5
2014,1,Crustáceo,Siris agrupados,280.54,1085.28
2014,1,Molusco,Berbigão,90,500
2014,1,Molusco,Lula,31358.1,421483.29
2014,1,Molusco,Mexilhão,5440.3,51294.25
2014,1,Molusco,Mexilhão-do-mangue,60.5,332.88
2014,1,Molusco,Ostra,406.76,1321.97
2014,1,Molusco,Polvo,27666.6,406765.13
2014,1,Molusco,Saquaritá,15,37.5
2014,1,Peixe Cartilaginoso,Anequim,462,3700
2014,1,Peixe Cartilaginoso,Cação-anjo,22.82,80.38
2014,1,Peixe Cartilaginoso,Cação-azul,216.5,2449.25
2014,1,Peixe Cartilaginoso,Cação-galha-preta,114.1,1143.8
2014,1,Peixe Cartilaginoso,Cação-rola-rola,509.24,4005.33
2014,1,Peixe Cartilaginoso,Cações agrupados,11692.9,93113.29
2014,1,Peixe Cartilaginoso,Cambeva,757.5,3664.75
2014,1,Peixe Cartilaginoso,Machote,178,2061.38
2014,1,Peixe Cartilaginoso,Mestiço,4,30
2014,1,Peixe Cartilaginoso,Raia-emplastro,2677,2485.1
2014,1,Peixe Cartilaginoso,Raia-emplastro-castelnaui,15,15
2014,1,Peixe Cartilaginoso,Raias agrupadas,1662.7,2977.06
2014,1,Peixe Cartilaginoso,Tintureira,36.73,183.65
2014,1,Peixe Cartilaginoso,Viola,142.44,1552.55
2014,1,Peixe Ósseo,Abrótea,7901.5,18830.53
2014,1,Peixe Ósseo,Agulha,131,203.35
2014,1,Peixe Ósseo,Atuns agrupados,10,60
2014,1,Peixe Ósseo,Badejo,51,688
2014,1,Peixe Ósseo,Badejo-mira,31.5,140.75
2014,1,Peixe Ósseo,Bagre,271.4,677.73
2014,1,Peixe Ósseo,Bagre-africano,3.5,0
2014,1,Peixe Ósseo,Bagre-amarelo,698.8,1538.3
2014,1,Peixe Ósseo,Bagre-branco,4979.5,13303.77
2014,1,Peixe Ósseo,Baiacú,17.5,48.13
2014,1,Peixe Ósseo,Batata,1828,10242
2014,1,Peixe Ósseo,Betara,39788.99,103283.83
2014,1,Peixe Ósseo,Bicuda,1217.81,7317.55
2014,1,Peixe Ósseo,Bonito-cachorra,1268,2084
2014,1,Peixe Ósseo,Bonito-pintado,586,1371.15
2014,1,Peixe Ósseo,Bonitos agrupados,1252.7,2703.43
2014,1,Peixe Ósseo,Budião,120.8,1268.4
2014,1,Peixe Ósseo,Cabrinha,9039,12400.83
2014,1,Peixe Ósseo,Caranha,64.5,1010.8
2014,1,Peixe Ósseo,Carapau,13954.3,112481.98
2014,1,Peixe Ósseo,Carapeba,597,2017.08
2014,1,Peixe Ósseo,Caraputanga,187.5,753
2014,1,Peixe Ósseo,Caratinga,1194,5008.13
2014,1,Peixe Ósseo,Castanha,2436,5289.75
2014,1,Peixe Ósseo,Cavala,946.6,11986.36
2014,1,Peixe Ósseo,Cavalinha,78,156
2014,1,Peixe Ósseo,Cavalinha-do-norte,49,245
2014,1,Peixe Ósseo,Chernes agrupados,277,6774
2014,1,Peixe Ósseo,Cioba,294.44,3270.74
2014,1,Peixe Ósseo,Congro,173,259.5
2014,1,Peixe Ósseo,Congro-rosa,3966,39763.33
2014,1,Peixe Ósseo,Corvina,69538.96,322934.65
2014,1,Peixe Ósseo,Dourado,906,932
2014,1,Peixe Ósseo,Enchova,1435.99,15752.02
2014,1,Peixe Ósseo,Espada,19991.4,42997.78
2014,1,Peixe Ósseo,Espadarte,700,3600
2014,1,Peixe Ósseo,Galo,557.7,1467.55
2014,1,Peixe Ósseo,Galo-de-penacho,223.5,592.5
2014,1,Peixe Ósseo,Garoupa,2044.1,24654.25
2014,1,Peixe Ósseo,Goete,80138.19,226926.8
2014,1,Peixe Ósseo,Gordinho,5707.1,10824.3
2014,1,Peixe Ósseo,Guaivira,14811.98,61010.34
2014,1,Peixe Ósseo,Lagarto,0.3,4.5
2014,1,Peixe Ósseo,Linguado,3750.5,39111.65
2014,1,Peixe Ósseo,Linguado-areia,1482,3349.7
2014,1,Peixe Ósseo,Mandi,6,38
2014,1,Peixe Ósseo,Manjuba-chata,30,0
2014,1,Peixe Ósseo,Manjuba-de-iguape,65475.2,206550.47
2014,1,Peixe Ósseo,Manjubas agrupadas,3887.5,0
2014,1,Peixe Ósseo,Maria-luíza,1781.5,1757.1
2014,1,Peixe Ósseo,Maria-mole,6755.5,27139.1
2014,1,Peixe Ósseo,Marimbá,1.5,12
2014,1,Peixe Ósseo,Merluza,5193,12048.05
2014,1,Peixe Ósseo,Miracéu,2.6,7.15
2014,1,Peixe Ósseo,Miraguaia,58.5,295.5
2014,1,Peixe Ósseo,Mistura,80370.06,138555.2
2014,1,Peixe Ósseo,Namorado,1313,11348.5
2014,1,Peixe Ósseo,Nundiá,15,120
2014,1,Peixe Ósseo,Olhete,254,4848
2014,1,Peixe Ósseo,Olho-de-boi,393.9,7613.35
2014,1,Peixe Ósseo,Olho-de-cão,3323,7336.02
2014,1,Peixe Ósseo,Oveva,20560.7,31479.05
2014,1,Peixe Ósseo,Palombeta,392,656.33
2014,1,Peixe Ósseo,Pampo,263.1,876
2014,1,Peixe Ósseo,Pampo-galhudo,10,25
2014,1,Peixe Ósseo,Pararê,120,789.25
2014,1,Peixe Ósseo,Parati,6432.6,11211.23
2014,1,Peixe Ósseo,Pargo-rosa,370.7,1256.63
2014,1,Peixe Ósseo,Paru,1831.4,8492.53
2014,1,Peixe Ósseo,Peixe-voador,202,297
2014,1,Peixe Ósseo,Pescada-amarela,2118.7,28819.6
2014,1,Peixe Ósseo,Pescada-banana,1500.66,6817.19
2014,1,Peixe Ósseo,Pescada-branca,9803.35,102992.08
2014,1,Peixe Ósseo,Pescada-cambucu,1108.2,13872.48
2014,1,Peixe Ósseo,Pescada-dentão,795.3,6370.3
2014,1,Peixe Ósseo,Pescada-foguete,118393.37,822652.15
2014,1,Peixe Ósseo,Pescadas agrupadas,128.6,263
2014,1,Peixe Ósseo,Pirajica,971.4,4179.55
2014,1,Peixe Ósseo,Porco,4427.69,32831.05
2014,1,Peixe Ósseo,Porco-chinelo,1315,8121.5
2014,1,Peixe Ósseo,Porco-peludo,349.5,990
2014,1,Peixe Ósseo,Prejereba,704.42,9101.3
2014,1,Peixe Ósseo,Robalo,2536.7,32714.8
2014,1,Peixe Ósseo,Robalo-flecha,2156.3,55478.1
2014,1,Peixe Ósseo,Robalo-peva,7197.1,88648.23
2014,1,Peixe Ósseo,Roncador,10089.5,21033.42
2014,1,Peixe Ósseo,Salema,0.5,1
2014,1,Peixe Ósseo,Sapo,1716.15,7364.15
2014,1,Peixe Ósseo,Sardinha-bandeira,68,14
2014,1,Peixe Ósseo,Sardinha-verdadeira,50,250
2014,1,Peixe Ósseo,Sargo,194.9,1326.32
2014,1,Peixe Ósseo,Sari-sari,1185.09,4006.05
2014,1,Peixe Ósseo,Sarrão,800,2400
2014,1,Peixe Ósseo,Sororoca,1267.01,8505.09
2014,1,Peixe Ósseo,Tainha,25963.8,217182.34
2014,1,Peixe Ósseo,Tira-vira,998,2180.36
2014,1,Peixe Ósseo,Tortinha,109,76
2014,1,Peixe Ósseo,Traíra,45.9,339.6
2014,1,Peixe Ósseo,Trilha,1497,2743.63
2014,1,Peixe Ósseo,Trombeta,30,90
2014,1,Peixe Ósseo,Ubarana,13,26
2014,1,Peixe Ósseo,Vermelho,46.7,483
2014,1,Peixe Ósseo,Xarelete,8.7,44.53
2014,1,Peixe Ósseo,Xaréu,693,3870.5
2014,1,Peixe Ósseo,Xaréu-branco,149.3,1399.75
2014,1,Peixe Ósseo,Xixarro,76,171
2014,1,,,0,0
2014,2,Crustáceo,Camarão-estuarino,2143.21,51685.77
2014,2,Crustáceo,Camarão-ferrinho,32000,0
2014,2,Crustáceo,Camarão-legítimo,5534.46,131164.6
2014,2,Crustáceo,Camarão-rosa,35577.6,1512532.28
2014,2,Crustáceo,Camarão-sete-barbas,75024.17,818551.61
2014,2,Crustáceo,Caranguejo-uçá,10206.5356,76851.56
2014,2,Crustáceo,Lagosta,14.9,674.5
2014,2,Crustáceo,Lagostim,2400,18225
2014,2,Crustáceo,Lagostim-de-iguape,114,0
2014,2,Crustáceo,Pitú-de-iguape,435.15,7168.01
2014,2,Crustáceo,Sapateira,188.8,4183.5
2014,2,Crustáceo,Siri-azul,5728.6,50491.1
2014,2,Crustáceo,Siri-candeia,309.3,778.6
2014,2,Crustáceo,Siris agrupados,400,1715.33
2014,2,Molusco,Berbigão,3,0
2014,2,Molusco,Lula,68905.1,590151.5
2014,2,Molusco,Mexilhão,3265.4,28795
2014,2,Molusco,Mexilhão-do-mangue,249.2,1298.85
2014,2,Molusco,Ostra,4948.54,17830.33
2014,2,Molusco,Polvo,52357.6,915786.28
2014,2,Peixe Cartilaginoso,Anequim,2772.5,22210.75
2014,2,Peixe Cartilaginoso,Cação-anjo,3.2,28.8
2014,2,Peixe Cartilaginoso,Cação-azul,2446,17977
2014,2,Peixe Cartilaginoso,Cação-galha-preta,3,34.5
2014,2,Peixe Cartilaginoso,Cação-gato,40,100
2014,2,Peixe Cartilaginoso,Cação-rola-rola,365.84,2728.24
2014,2,Peixe Cartilaginoso,Cações agrupados,7930.87,66601.93
2014,2,Peixe Cartilaginoso,Cambeva,186.6,2126.38
2014,2,Peixe Cartilaginoso,Machote,1301,11279
2014,2,Peixe Cartilaginoso,Mangona,58,522
2014,2,Peixe Cartilaginoso,Raia-emplastro,2739,1883.1
2014,2,Peixe Cartilaginoso,Raia-emplastro-castelnaui,400,400
2014,2,Peixe Cartilaginoso,Raias agrupadas,5352.4,7976.87
2014,2,Peixe Cartilaginoso,Raia-ticonha,8,40
2014,2,Peixe Cartilaginoso,Tintureira,5.1,25.5
2014,2,Peixe Cartilaginoso,Viola,111.26,1075.2
2014,2,Peixe Ósseo,Abrótea,5112,16221.75
2014,2,Peixe Ósseo,Acará,9,0
2014,2,Peixe Ósseo,Agulha,54,75.6
2014,2,Peixe Ósseo,Agulhão,62.5,860
2014,2,Peixe Ósseo,Atuns agrupados,50,850
2014,2,Peixe Ósseo,Badejo,35.8,228.75
2014,2,Peixe Ósseo,Badejo-mira,33,150.04
2014,2,Peixe Ósseo,Bagre,1466.6,4096.82
2014,2,Peixe Ósseo,Bagre-africano,12,0
2014,2,Peixe Ósseo,Bagre-amarelo,201,938
2014,2,Peixe Ósseo,Bagre-branco,21193.38,73269.55
2014,2,Peixe Ósseo,Baiacú,157,477.5
2014,2,Peixe Ósseo,Betara,46021.08,109280.05
2014,2,Peixe Ósseo,Bicuda,3047.4,17890.55
2014,2,Peixe Ósseo,Bonito-cachorra,1271,2232.5
2014,2,Peixe Ósseo,Bonito-pintado,95,258.75
2014,2,Peixe Ósseo,Bonitos agrupados,1193,2944
2014,2,Peixe Ósseo,Budião,6,30
2014,2,Peixe Ósseo,Cabrinha,19066,24455.05
2014,2,Peixe Ósseo,Caranha,49.8,569.8
2014,2,Peixe Ósseo,Carapau,15392.5,99239.92
2014,2,Peixe Ósseo,Carapeba,2799.7,5459.9
2014,2,Peixe Ósseo,Caraputanga,126.9,506.9
2014,2,Peixe Ósseo,Caratinga,715.5,3399.75
2014,2,Peixe Ósseo,Cascudo,42.2,236.4
2014,2,Peixe Ósseo,Castanha,1085,1763
2014,2,Peixe Ósseo,Cavala,2023.1,28087.71
2014,2,Peixe Ósseo,Cavalinha,90,360
2014,2,Peixe Ósseo,Cavalinha-do-norte,12,60
2014,2,Peixe Ósseo,Chernes agrupados,18,216
2014,2,Peixe Ósseo,Cioba,499.13,7099.15
2014,2,Peixe Ósseo,Congro,60,90
2014,2,Peixe Ósseo,Congro-rosa,2932,26228
2014,2,Peixe Ósseo,Corcoroca,100,100
2014,2,Peixe Ósseo,Corvina,140801.14,571066.5
2014,2,Peixe Ósseo,Curimbatá,9,0
2014,2,Peixe Ósseo,Dourado,742,6863.5
2014,2,Peixe Ósseo,Enchova,5638,56044.43
2014,2,Peixe Ósseo,Enchova-preta,1630,26895
2014,2,Peixe Ósseo,Espada,21866.25,48111.05
2014,2,Peixe Ósseo,Espadarte,3343,31437
2014,2,Peixe Ósseo,Galo,10150.2,20606.91
2014,2,Peixe Ósseo,Galo-de-penacho,1049,1598.5
2014,2,Peixe Ósseo,Garoupa,862.5,9686.17
2014,2,Peixe Ósseo,Goete,149428.32,409533.83
2014,2,Peixe Ósseo,Gordinho,6440.6,10798.73
2014,2,Peixe Ósseo,Guaivira,15281.59,34957.44
2014,2,Peixe Ósseo,Linguado,3162.6,34428.3
2014,2,Peixe Ósseo,Linguado-areia,2344,4823.25
2014,2,Peixe Ósseo,Mandi,46.5,241
2014,2,Peixe Ósseo,Manjuba-chata,1525,0
2014,2,Peixe Ósseo,Manjuba-de-iguape,157536.43,555922.59
2014,2,Peixe Ósseo,Manjubas agrupadas,1800,0
2014,2,Peixe Ósseo,Maria-luíza,2294.5,2275.05
2014,2,Peixe Ósseo,Maria-mole,18230,72308.75
2014,2,Peixe Ósseo,Merluza,1964,3427
2014,2,Peixe Ósseo,Miraguaia,84.4,404.05
2014,2,Peixe Ósseo,Mistura,83639.26,127449.38
2014,2,Peixe Ósseo,Namorado,348,3261
2014,2,Peixe Ósseo,Nundiá,78.3,477.54
2014,2,Peixe Ósseo,Olhete,295,5594
2014,2,Peixe Ósseo,Olho-de-boi,305,5503
2014,2,Peixe Ósseo,Olho-de-cão,6042.8,15411.98
2014,2,Peixe Ósseo,Outras espécies,280,0
2014,2,Peixe Ósseo,Oveva,14171.8,15694.93
2014,2,Peixe Ósseo,Palombeta,434,586.5
2014,2,Peixe Ósseo,Pampo,1842.2,4247.65
2014,2,Peixe Ósseo,Pampo-galhudo,98,196
2014,2,Peixe Ósseo,Parambiju,23,260
2014,2,Peixe Ósseo,Pararê,35,227.5
2014,2,Peixe Ósseo,Parati,12090.6,25144.6
2014,2,Peixe Ósseo,Pargo-rosa,2469.3,7656.45
2014,2,Peixe Ósseo,Paru,1841.45,7684.65
2014,2,Peixe Ósseo,Peixe-prego,1920,33240
2014,2,Peixe Ósseo,Peixe-voador,76,81
2014,2,Peixe Ósseo,Pescada-amarela,1406.6,17180.5
2014,2,Peixe Ósseo,Pescada-banana,388.3,1302.4
2014,2,Peixe Ósseo,Pescada-branca,9846.45,113765.35
2014,2,Peixe Ósseo,Pescada-cambucu,3657.25,46764.65
2014,2,Peixe Ósseo,Pescada-dentão,404.5,3713.15
2014,2,Peixe Ósseo,Pescada-foguete,99840.53,565754.13
2014,2,Peixe Ósseo,Piava,27,206
2014,2,Peixe Ósseo,Pirajica,1875,7640.08
2014,2,Peixe Ósseo,Porco,5686.37,45530.82
2014,2,Peixe Ósseo,Porco-chinelo,1570.3,7600.4
2014,2,Peixe Ósseo,Porco-peludo,712,4574.5
2014,2,Peixe Ósseo,Prejereba,732.3,6426.75
2014,2,Peixe Ósseo,Robalo,1534.37,18398.56
2014,2,Peixe Ósseo,Robalo-flecha,1465.1,36431.35
2014,2,Peixe Ósseo,Robalo-peva,7273.96,87384.38
2014,2,Peixe Ósseo,Roncador,9313,18935
2014,2,Peixe Ósseo,Sabão,115,0
2014,2,Peixe Ósseo,Saguá,10,0
2014,2,Peixe Ósseo,Salema,19.5,108.75
2014,2,Peixe Ósseo,Sapo,750,3170
2014,2,Peixe Ósseo,Sardinha-bandeira,33,0
2014,2,Peixe Ósseo,Sardinha-verdadeira,75010,108764.5
2014,2,Peixe Ósseo,Sargo,140.1,909.1
2014,2,Peixe Ósseo,Sari-sari,2275.67,7234.65
2014,2,Peixe Ósseo,Savelha,5,5
2014,2,Peixe Ósseo,Sernambiguara,239.5,766
2014,2,Peixe Ósseo,Sororoca,1951.12,16565.14
2014,2,Peixe Ósseo,Tainha,12340.75,78257.64
2014,2,Peixe Ósseo,Tilápia,1.2,6
2014,2,Peixe Ósseo,Tira-vira,2352,4756.3
2014,2,Peixe Ósseo,Tortinha,90,7
2014,2,Peixe Ósseo,Traíra,348.5,2184.5
2014,2,Peixe Ósseo,Trilha,5003.6,9097.6
2014,2,Peixe Ósseo,Trombeta,700,2100
2014,2,Peixe Ósseo,Vento-leste,131.5,394.5
2014,2,Peixe Ósseo,Vermelho,140.3,1126.5
2014,2,Peixe Ósseo,Xarelete,147,540.25
2014,2,Peixe Ósseo,Xaréu,414.8,3449
2014,2,Peixe Ósseo,Xaréu-branco,234,2121.5
2014,2,Peixe Ósseo,Xixarro,256,384
2014,2,,,0,0
2014,3,Crustáceo,Camarão-cristalino,3790,18690
2014,3,Crustáceo,Camarão-estuarino,3365.16,62604.15
2014,3,Crustáceo,Camarão-legítimo,251.86,1825.85
2014,3,Crustáceo,Camarão-rosa,1784.5,72962
2014,3,Crustáceo,Camarão-sete-barbas,2404,21405
2014,3,Crustáceo,Caranguejo-uçá,11874.226,60370.8
2014,3,Crustáceo,Lagosta,9.5,485
2014,3,Crustáceo,Lagostim,3680,32010
2014,3,Crustáceo,Lagostim-de-iguape,61,0
2014,3,Crustáceo,Pitú-de-iguape,611.85,7627.94
2014,3,Crustáceo,Sapateira,60,1084
2014,3,Crustáceo,Siri-azul,5703.7,45312.98
2014,3,Crustáceo,Siris agrupados,19.01,56.41
2014,3,Molusco,Berbigão,128,565
2014,3,Molusco,Lula,44642.9,417442.52
2014,3,Molusco,Mexilhão,3216.3,35773.17
2014,3,Molusco,Mexilhão-do-mangue,396.55,2002.53
2014,3,Molusco,Ostra,21416.16,69815.73
2014,3,Molusco,Polvo,31345.5,380904.75
2014,3,Molusco,Pregoaí,50,500
2014,3,Molusco,Saquaritá,53,212
2014,3,Peixe Cartilaginoso,Anequim,1508,14978
2014,3,Peixe Cartilaginoso,Cação-anjo,76,272
2014,3,Peixe Cartilaginoso,Cação-azul,5223,40576
2014,3,Peixe Cartilaginoso,Cação-rola-rola,69.78,470.03
2014,3,Peixe Cartilaginoso,Cações agrupados,3093.04,25534.42
2014,3,Peixe Cartilaginoso,Cambeva,48.4,511.3
2014,3,Peixe Cartilaginoso,Machote,1848,17679
2014,3,Peixe Cartilaginoso,Mangona,107,749
2014,3,Peixe Cartilaginoso,Raia-emplastro,1764,1610.84
2014,3,Peixe Cartilaginoso,Raia-emplastro-castelnaui,350,350
2014,3,Peixe Cartilaginoso,Raia-manteiga,120,120
2014,3,Peixe Cartilaginoso,Raias agrupadas,4745.2,5818.84
2014,3,Peixe Cartilaginoso,Tintureira,2,0
2014,3,Peixe Cartilaginoso,Viola,74,558.69
2014,3,Peixe Ósseo,Abrótea,11434.3,19620.23
2014,3,Peixe Ósseo,Acará,4.5,0
2014,3,Peixe Ósseo,Agulha,182,272.9
2014,3,Peixe Ósseo,Agulhão,66.2,430.7
2014,3,Peixe Ósseo,Agulhão-vela,26,234
2014,3,Peixe Ósseo,Albacora-de-laje,12.5,125
2014,3,Peixe Ósseo,Atuns agrupados,40,600
2014,3,Peixe Ósseo,Badejo,79,451.5
2014,3,Peixe Ósseo,Badejo-mira,19,107.75
2014,3,Peixe Ósseo,Bagre,2470.4,7262.93
2014,3,Peixe Ósseo,Bagre-africano,22,0
2014,3,Peixe Ósseo,Bagre-amarelo,177,402.25
2014,3,Peixe Ósseo,Bagre-branco,27154.1,144352.75
2014,3,Peixe Ósseo,Baiacú,37.5,125.88
2014,3,Peixe Ósseo,Batata,274,772.68
2014,3,Peixe Ósseo,Betara,54166.04,116362.99
2014,3,Peixe Ósseo,Bicuda,3318,9514.4
2014,3,Peixe Ósseo,Bonito-cachorra,788,1960
2014,3,Peixe Ósseo,Bonito-pintado,119,288.5
2014,3,Peixe Ósseo,Bonitos agrupados,547,1131
2014,3,Peixe Ósseo,Budião,209.4,2081.5
2014,3,Peixe Ósseo,Cabrinha,18864.5,33854.5
2014,3,Peixe Ósseo,Caranha,7.2,123.6
2014,3,Peixe Ósseo,Carapau,18454.9,150554.45
2014,3,Peixe Ósseo,Carapeba,969.2,2169.5
2014,3,Peixe Ósseo,Caraputanga,249.2,1430.45
2014,3,Peixe Ósseo,Caratinga,387.5,2726.25
2014,3,Peixe Ósseo,Carpa,2.5,0
2014,3,Peixe Ósseo,Cascudo,792.5,3970.5
2014,3,Peixe Ósseo,Castanha,6885.9,16596.5
2014,3,Peixe Ósseo,Cavala,1879.5,30029.32
2014,3,Peixe Ósseo,Cavalinha,44600,71860
2014,3,Peixe Ósseo,Chernes agrupados,79,401.5
2014,3,Peixe Ósseo,Cioba,423.6,4833.25
2014,3,Peixe Ósseo,Congro-rosa,5855,52028.38
2014,3,Peixe Ósseo,Corvina,189350.53,713202.05
2014,3,Peixe Ósseo,Curimbatá,59,0
2014,3,Peixe Ósseo,Dourado,60.5,392.75
2014,3,Peixe Ósseo,Enchova,4057.4,45764.48
2014,3,Peixe Ósseo,Enchova-preta,300,4950
2014,3,Peixe Ósseo,Espada,47711.87,117468.64
2014,3,Peixe Ósseo,Espadarte,2940,26460
2014,3,Peixe Ósseo,Galo,5681.4,14341.48
2014,3,Peixe Ósseo,Galo-de-penacho,176.5,1302.5
2014,3,Peixe Ósseo,Garoupa,1189.5,8914.1
2014,3,Peixe Ósseo,Goete,96599.28,352464.54
2014,3,Peixe Ósseo,Gordinho,10088.5,17998
2014,3,Peixe Ósseo,Guaivira,37268.22,72865
2014,3,Peixe Ósseo,Jaguareça,10,15
2014,3,Peixe Ósseo,Linguado,2498.5,31287.3
2014,3,Peixe Ósseo,Linguado-areia,5290,12653
2014,3,Peixe Ósseo,Mandi,75,396.75
2014,3,Peixe Ósseo,Manjuba-chata,260,0
2014,3,Peixe Ósseo,Manjuba-de-iguape,59855.5,221400.35
2014,3,Peixe Ósseo,Manjubas agrupadas,2095,4050
2014,3,Peixe Ósseo,Maria-luíza,1495.5,381.5
2014,3,Peixe Ósseo,Maria-mole,14722,55943.25
2014,3,Peixe Ósseo,Marimbá,1.5,5.25
2014,3,Peixe Ósseo,Merluza,5180,10460
2014,3,Peixe Ósseo,Micholes agrupados,0.5,1
2014,3,Peixe Ósseo,Miraguaia,1,3
2014,3,Peixe Ósseo,Mistura,53444.05,70477.48
2014,3,Peixe Ósseo,Namorado,208,2180
2014,3,Peixe Ósseo,Nundiá,127.5,842
2014,3,Peixe Ósseo,Olhete,83.5,1534.5
2014,3,Peixe Ósseo,Olho-de-boi,426.2,7155.73
2014,3,Peixe Ósseo,Olho-de-cão,8874.8,21528.3
2014,3,Peixe Ósseo,Oveva,21706.5,17791.9
2014,3,Peixe Ósseo,Palombeta,93,205
2014,3,Peixe Ósseo,Pampo,914.5,1834
2014,3,Peixe Ósseo,Parambiju,63,624
2014,3,Peixe Ósseo,Pararê,16.5,107.25
2014,3,Peixe Ósseo,Parati,7760.9,20459.37
2014,3,Peixe Ósseo,Pargo-rosa,2501.8,8246.75
2014,3,Peixe Ósseo,Paru,2556.95,9568.4
2014,3,Peixe Ósseo,Peixe-prego,444,6276
2014,3,Peixe Ósseo,Pescada-amarela,1572.6,17457.2
2014,3,Peixe Ósseo,Pescada-banana,462,1588.5
2014,3,Peixe Ósseo,Pescada-branca,7051.9,68472.15
2014,3,Peixe Ósseo,Pescada-cambucu,9113.2,134816.01
2014,3,Peixe Ósseo,Pescada-dentão,307,2657.95
2014,3,Peixe Ósseo,Pescada-foguete,104393.06,665484.67
2014,3,Peixe Ósseo,Pescadas agrupadas,57,189.55
2014,3,Peixe Ósseo,Piava,25.5,180
2014,3,Peixe Ósseo,Pirajica,866.7,3562.31
2014,3,Peixe Ósseo,Porco,4768.76,27636.48
2014,3,Peixe Ósseo,Porco-chinelo,675.5,3727.5
2014,3,Peixe Ósseo,Porco-peludo,14.7,73.5
2014,3,Peixe Ósseo,Prejereba,3612.1,36321.08
2014,3,Peixe Ósseo,Robalo,2148.3,32966.46
2014,3,Peixe Ósseo,Robalo-flecha,1715.4,34368.08
2014,3,Peixe Ósseo,Robalo-peva,4398.96,42277.66
2014,3,Peixe Ósseo,Roncador,15273.7,25473.25
2014,3,Peixe Ósseo,Sabão,38,0
2014,3,Peixe Ósseo,Saguá,18,0
2014,3,Peixe Ósseo,Saguaru,43,0
2014,3,Peixe Ósseo,Salema,4.5,21.38
2014,3,Peixe Ósseo,Sapo,492,2337
2014,3,Peixe Ósseo,Sardinha-bandeira,409,350.9
2014,3,Peixe Ósseo,Sardinha-verdadeira,53770,94130
2014,3,Peixe Ósseo,Sargo,215.9,1604.51
2014,3,Peixe Ósseo,Sari-sari,917.09,3830.65
2014,3,Peixe Ósseo,Savelha,5608,9812
2014,3,Peixe Ósseo,Sororoca,4957.8,35171
2014,3,Peixe Ósseo,Tainha,12140.9,74720.78
2014,3,Peixe Ósseo,Tarpão,80,440
2014,3,Peixe Ósseo,Tira-vira,10,20
2014,3,Peixe Ósseo,Tortinha,268.5,0
2014,3,Peixe Ósseo,Traíra,627.6,4359.5
2014,3,Peixe Ósseo,Trilha,30,85
2014,3,Peixe Ósseo,Vento-leste,3,16.5
2014,3,Peixe Ósseo,Vermelho,161,1249.8
2014,3,Peixe Ósseo,Xarelete,120,390
2014,3,Peixe Ósseo,Xaréu,1165.5,7462.83
2014,3,Peixe Ósseo,Xaréu-branco,142,1312.25
2014,3,Peixe Ósseo,Xixarro,45,120
2014,3,,,0,0
2014,4,Crustáceo,Camarão-cristalino,13603,96822.5
2014,4,Crustáceo,Camarão-estuarino,946.01,27256.11
2014,4,Crustáceo,Camarão-legítimo,264.57,4019.75
2014,4,Crustáceo,Camarão-rosa,49,1810
2014,4,Crustáceo,Camarão-sete-barbas,609,3152
2014,4,Crustáceo,Caranguejo-uçá,9964.55,42136.17
2014,4,Crustáceo,Lagosta,2.9,131.25
2014,4,Crustáceo,Lagostim,11980,121183
2014,4,Crustáceo,Pitú-de-iguape,591.85,11220.93
2014,4,Crustáceo,Sapateira,40,660
2014,4,Crustáceo,Siri-azul,5853.17,46153.31
2014,4,Crustáceo,Siris agrupados,64.93,900
2014,4,Molusco,Berbigão,300,1485
2014,4,Molusco,Lula,12463.4,142088.98
2014,4,Molusco,Mexilhão,1098.4,13551.8
2014,4,Molusco,Mexilhão-do-mangue,322,1610
2014,4,Molusco,Ostra,26853.47,93643.82
2014,4,Molusco,Polvo,50876,693379.5
2014,4,Molusco,Saquaritá,4.5,45
2014,4,Peixe Cartilaginoso,Anequim,1000,9000
2014,4,Peixe Cartilaginoso,Cação-anjo,7,77
2014,4,Peixe Cartilaginoso,Cação-cola-fina,14,98
2014,4,Peixe Cartilaginoso,Cação-rola-rola,42.12,442.9
2014,4,Peixe Cartilaginoso,Cações agrupados,2719.2,23399
2014,4,Peixe Cartilaginoso,Cambeva,219.7,2012.35
2014,4,Peixe Cartilaginoso,Machote,379,6324.25
2014,4,Peixe Cartilaginoso,Mangona,150,1015
2014,4,Peixe Cartilaginoso,Raia-emplastro,2500,2625
2014,4,Peixe Cartilaginoso,Raias agrupadas,6159.5,7752.25
2014,4,Peixe Cartilaginoso,Viola,4,10.6
2014,4,Peixe Ósseo,Abrótea,41224.8,93359.3
