code,description,month,year,value_uss,quantity_kg
030381,Cação e outros tubarões,02,2015,2011689,1000546
030489,"Filés de outros peixes, congelados",02,2015,3694380,1028392
030313,"Salmão-do-atlântico e salmão-do-danúbio, congelados",02,2015,1449613,328334
030389,"Outros peixes, exceto fígados, ovas e sêmen",02,2015,1348656,462541
030312,"Outros salmões-do-pacífico, congelados",02,2015,1186042,307449
030473,"Filé de saithe (Pollachius virens), congelado",02,2015,377962,96855
030495,"Peixes de famílias diversas, exceto a merluza-do-alasca",02,2015,163376,17750
030389,"Outros peixes, exceto fígados, ovas e sêmen",02,2015,614492,347500
030389,"Outros peixes, exceto fígados, ovas e sêmen",02,2015,189300,91000
030471,"Filé de bacalhau-do-atlântico, da-groenlândia, do-pacífico, congelado",02,2015,2173124,473672
030499,"Carnes de outros peixes, exceto filés, mesmo picadas, congeladas",02,2015,659005,96356
030365,"Saithe (Pollachius virens), congelado",02,2015,441464,74520
030479,"Outros filés de peixes, congelados",02,2015,202479,45500
030367,Merluza-do-alasca (Theragra chalcogramma),02,2015,200162,132135
030354,"Cavalinhas, congeladas",02,2015,422315,396980
030389,"Outros peixes, exceto fígados, ovas e sêmen",02,2015,50440,22600
030366,"Merluzas e abroteas (Merluccius, Urophycis), congeladas",02,2015,410099,227570
030483,"Filés de peixes chatos, congelados",02,2015,1018383,466530
030389,"Outros peixes, exceto fígados, ovas e sêmen",02,2015,24000,12000
030351,"Arenques (Clupea arengus, Clupea pallasii) congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",02,2015,148222,250000
030890,"Outros invertebrados aquáticos (exceto crustáceos e moluscos), secos, congelados, etc",02,2015,8585,459
030119,Outros peixes ornamentais vivos,02,2015,21214,940
030389,"Outros peixes, exceto fígados, ovas e sêmen",02,2015,106160,44300
030111,Peixes ornamentais de água doce,02,2015,10041,595
030791,"Outros moluscos, invertebrados aquáticos, exceto os crustáceos, vivos, frescos ou refrigerados, incluídos as farinhas, pós e pellets próprios para alimentação humana",02,2015,2665,90
030214,"Salmão-do-atlântico e salmão-do-danúbio, fresco ou refrigerado",01,2015,31540213,6352370
030462,"Filés de bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), congelado",01,2015,5274962,2654990
030562,"Bacalhaus salgados e em salmoura, não secos nem defumados",01,2015,6848705,981698
030353,"Sardinhas, congeladas",01,2015,1418878,2138296
030474,"Filés de merluzas e abroteas, congelados",01,2015,7295642,2216993
030569,"Outros peixes salgados e em salmoura, não secos nem defumados",01,2015,6246766,1503410
030569,"Outros peixes salgados e em salmoura, não secos nem defumados",01,2015,2577755,452500
030475,"Filé de merluza-do-alasca (Theragra chalcogramma), congelados",01,2015,16750583,7263942
030363,"Bacalhau-do-atlântico e bacalhau-do-pacífico, congelado",01,2015,2756930,300716
030481,"Filé de salmão-do-pacífico, do-danúbio, do-atlântico, congelados",01,2015,12231634,1898557
030381,Cação e outros tubarões,01,2015,1569858,545192
030441,Filés de salmões-do-pacifico e salmão-do-danúbio,01,2015,2192070,265100
030313,"Salmão-do-atlântico e salmão-do-danúbio, congelados",01,2015,1000180,239809
030381,Cação e outros tubarões,01,2015,1622417,728838
030389,"Outros peixes, exceto fígados, ovas e sêmen",01,2015,1724903,576763
030532,"Filés de peixes de famílias específicas, não defumado",01,2015,1715481,202000
030499,"Carnes de outros peixes, exceto filés, mesmo picadas, congeladas",01,2015,688543,160979
030473,"Filé de saithe (Pollachius virens), congelado",01,2015,510964,137268
030489,"Filés de outros peixes, congelados",01,2015,7464957,2753577
030312,"Outros salmões-do-pacífico, congelados",01,2015,599022,170863
030551,"Bacalhaus secos, mesmo salgados, mas não defumados",01,2015,5175489,711857
030389,"Outros peixes, exceto fígados, ovas e sêmen",01,2015,412267,246580
030471,"Filé de bacalhau-do-atlântico, da-groenlândia, do-pacífico, congelado",01,2015,2283799,487619
030365,"Saithe (Pollachius virens), congelado",01,2015,18869,3036
030389,"Outros peixes, exceto fígados, ovas e sêmen",01,2015,43276,21820
030354,"Cavalinhas, congeladas",01,2015,65865,57320
030366,"Merluzas e abroteas (Merluccius, Urophycis), congeladas",01,2015,174348,95000
030367,Merluza-do-alasca (Theragra chalcogramma),01,2015,68373,46545
030389,"Outros peixes, exceto fígados, ovas e sêmen",01,2015,60900,40000
030483,"Filés de peixes chatos, congelados",01,2015,1014426,458040
030369,"Outros peixes de famílias específicas, exceto fígados, ovos e sêmen",01,2015,36585,17820
030389,"Outros peixes, exceto fígados, ovas e sêmen",01,2015,23729,12330
030351,"Arenques (Clupea arengus, Clupea pallasii) congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",01,2015,69087,119900
030119,Outros peixes ornamentais vivos,01,2015,22969,942
030389,"Outros peixes, exceto fígados, ovas e sêmen",01,2015,33530,12400
030111,Peixes ornamentais de água doce,01,2015,12979,460
030890,"Outros invertebrados aquáticos (exceto crustáceos e moluscos), secos, congelados, etc",01,2015,1164,57
030214,"Salmão-do-atlântico e salmão-do-danúbio, fresco ou refrigerado",12,2015,28917267,6489556
030474,"Filés de merluzas e abroteas, congelados",12,2015,5415250,1886566
030562,"Bacalhaus salgados e em salmoura, não secos nem defumados",12,2015,4733376,648094
030462,"Filés de bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), congelado",12,2015,5617899,3329500
030353,"Sardinhas, congeladas",12,2015,1846162,2438364
030569,"Outros peixes salgados e em salmoura, não secos nem defumados",12,2015,2671860,575750
030569,"Outros peixes salgados e em salmoura, não secos nem defumados",12,2015,2944744,757196
030475,"Filé de merluza-do-alasca (Theragra chalcogramma), congelados",12,2015,3854656,2067560
