species,year,month,price_rs,production_kg,value_rs
Tilapia,2016,10,5.77,314279,1813390
Tilapia,2016,11,5.78,391327,2261870
Tilapia,2016,12,5.94,343565,2040776
Tilapia,2017,1,6.06,311802,1889520
Tilapia,2017,2,6.54,341401,2232763
Tilapia,2017,3,6.64,518344,3441804
Tilapia,2017,4,7.04,512417,3607416
Tilapia,2017,5,6.37,365420,2327725
Tilapia,2017,6,6.66,372203,2478872
Tilapia,2017,7,6.55,300050,1965328
Tilapia,2017,8,6.27,331335,2077470
Tilapia,2017,9,6.28,310658,1950932
Tilapia,2017,10,6.3,343808,2165990
Tilapia,2017,11,6.27,285780,1791841
Tilapia,2017,12,6.28,244030,1532508
Traira,2016,1,9.15,3520,32208
Traira,2016,2,9.15,31880,291702
Traira,2016,3,9.15,42460,388509
Traira,2016,4,7.21,43322,312352
Traira,2016,5,7.22,32749,236448
Traira,2016,6,7.23,22613,163492
Traira,2016,7,7.19,23641,169979
Traira,2016,8,7.33,33110,242696
Traira,2016,9,7.35,41075,301901
Traira,2016,10,6.67,42990,286743
Traira,2016,11,6.67,9234,61591
Traira,2016,12,5,1980,9900
Traira,2017,1,5,1000,5000
Traira,2017,2,5,12200,61000
Traira,2017,3,5,13280,66400
Traira,2017,4,9.13,18800,171644
Traira,2017,5,9.29,24081,223712
Traira,2017,6,7.96,21074,167749
Traira,2017,7,7.27,8921,64856
Traira,2017,8,8.5,20284,172414
Traira,2017,9,8.41,30900,259869
Traira,2017,10,8.86,12964,114861
Traira,2017,11,8.86,1370,12138
Traira,2017,12,8.86,1900,16834
Truta,2016,1,15.78,4680,73850
Truta,2016,2,16.86,7440,125438
Truta,2016,3,16.82,10200,171564
Truta,2016,4,19.52,5355,104530
Truta,2016,5,17.5,3560,62300
Truta,2016,6,17.46,4608,80456
Truta,2016,7,17.37,3177,55184
Truta,2016,8,17.98,4774,85837
Truta,2016,9,18.2,4220,76804
Truta,2016,10,18.35,4371,80208
Truta,2016,11,18.17,6766,122938
Truta,2016,12,17.87,4592,82059
Truta,2017,1,18.9,5095,96296
Truta,2017,2,19.09,4247,81075
Truta,2017,3,20.05,6385,128019
Truta,2017,4,21.85,3590,78442
Truta,2017,5,22.17,1450,32147
Truta,2017,6,22.17,906,20086
Truta,2017,7,20.18,2500,50450
Truta,2017,8,21.14,4720,99781
Truta,2017,9,20.55,4446,91365
Truta,2017,10,21,5408,113568
Truta,2017,11,20.67,4860,100456
Truta,2017,12,19.38,4430,85853
Tucunare,2016,1,11,50,550
Tucunare,2016,2,11,200,2200
Tucunare,2016,3,11,1620,17820
Tucunare,2016,4,11,281,3091
Tucunare,2016,5,11,1314,14454
Tucunare,2016,6,11,440,4840
Tucunare,2016,7,11,420,4620
Tucunare,2016,8,11,160,1760
Tucunare,2016,9,11,580,6380
Tucunare,2016,10,11,900,9900
Tucunare,2016,12,11,100,1100
Tucunare,2017,1,11,200,2200
Tucunare,2017,5,11,120,1320
Tucunare,2017,6,11,180,1980
Tucunare,2017,7,10,300,3000
Tucunare,2017,8,10,340,3400
Tucunare,2017,9,10,660,6600
Tucunare,2017,10,10,20,200
Tucunare,2017,11,10,1000,10000
